image_id,id,caption_words,caption_digits
32901,177935,four men are posing for a picture at an event.,4 men are posing for a picture at an event.
32901,180797,Four men are standing together behind a group of red chairs.,4 men are standing together behind a group of red chairs.
154000,183743,Two large trucks are parked near each other.,2 large trucks are parked near each other.
32901,183911,Four gentleman posing for a picture at a cocktail party.,4 gentleman posing for a picture at a cocktail party.
293300,185690,two elephants in a encloseur at a zoo.,2 elephants in a encloseur at a zoo.
32901,186311,A group of four older men posing for a photo.,A group of 4 older men posing for a photo.
346905,186885,A family of three elephants standing next to a forest.,A family of 3 elephants standing next to a forest.
346905,186981,"A little elephant stands between two large, tusked elephants.","A little elephant stands between 2 large, tusked elephants."
346905,189402,Two large brown elephants standing over a small elephant.,2 large brown elephants standing over a small elephant.
411665,191422,A kitten is looking into a mirror and touching the mirror with one paw.,A kitten is looking into a mirror and touching the mirror with 1 paw.
573626,192316,Two horses stand on rocks near a river.,2 horses stand on rocks near a river.
384468,192502,Two men and a woman riding on the back of an elephant.,2 men and a woman riding on the back of an elephant.
384468,195412,Three people ride on an elephant in front of a forest.,3 people ride on an elephant in front of a forest.
384468,196702,Three people ride on the back of an elephant.,3 people ride on the back of an elephant.
573626,198856,Two dogs walking on rocks next to a creek.,2 dogs walking on rocks next to a creek.
293300,201821,A man watching two elephants behind a wire fence.,A man watching 2 elephants behind a wire fence.
437351,203565,A young woman sits near three suitcases of luggage.,A young woman sits near 3 suitcases of luggage.
573626,207205,Two large animals walking on rocks along the side of river.,2 large animals walking on rocks along the side of river.
270402,207244,Two gray elephants standing next to each other on a road.,2 gray elephants standing next to each other on a road.
107226,207615,Two men being drug on buggies by dogs.,2 men being drug on buggies by dogs.
580197,209294,Two men in bow ties standing next to steel rafter.,2 men in bow ties standing next to steel rafter.
417085,215796,two cows stand next to paved road in country.,2 cows stand next to paved road in country.
286507,218974,three red and black train engines and its cars and snow.,3 red and black train engines and its cars and snow.
555705,221632,Two cats sitting on top of a pair of shoes.,2 cats sitting on top of a pair of shoes.
437351,223212,A girl sitting next to three old suitcases.,A girl sitting next to 3 old suitcases.
417085,223467,Two cattle are standing by the side of the road.,2 cattle are standing by the side of the road.
453166,223572,two soldiers in uniforms holding plaques in front of them.,2 soldiers in uniforms holding plaques in front of them.
220858,223682,A boat is on the beach while two men dig in the sand in the distance.,A boat is on the beach while 2 men dig in the sand in the distance.
580197,224654,Two men wearing tuxedos glance at each other.,2 men wearing tuxedos glance at each other.
212072,225757,A stop sign in front of two buildings on a street.,A stop sign in front of 2 buildings on a street.
453166,229407,Two military men being honored with an award.,2 military men being honored with an award.
270402,230986,Two elephants are standing are standing in an enclosure.,2 elephants are standing are standing in an enclosure.
270402,234715,Two elephants standing in a pen in different spots.,2 elephants standing in a pen in different spots.
115245,236151,Several suitcases on wheels leaning up against one long table with chairs.,Several suitcases on wheels leaning up against 1 long table with chairs.
555705,239710,Two cats are outside and perched on someone's sneakers.,2 cats are outside and perched on someone's sneakers.
201148,242003,A train track junction with a train on one of the tracks.,A train track junction with a train on 1 of the tracks.
555705,242296,Two cats are sitting on a pair of shoes outdoors.,2 cats are sitting on a pair of shoes outdoors.
389451,245207,Four cows walking down a sandy beach near the water.,4 cows walking down a sandy beach near the water.
555705,246250,Two striped cats lying with two sneakers on a ledge.,2 striped cats lying with 2 sneakers on a ledge.
453166,246723,Four men on at a military awards ceremony.,4 men on at a military awards ceremony.
15440,247872,A stop sigh on a post with two buses in the background.,A stop sigh on a post with 2 buses in the background.
132796,249936,three people riding on the backs of elephants.,3 people riding on the backs of elephants.
500663,252806,There are two cows in this grassy field.,There are 2 cows in this grassy field.
183648,255174,Three people standing next to a large elephant.,3 people standing next to a large elephant.
255536,263032,two people riding a motorcycle with chairs and umbrellas near by.,2 people riding a motorcycle with chairs and umbrellas near by.
183648,269727,three people standing by an elephant behind a fence.,3 people standing by an elephant behind a fence.
183648,270696,three people and one is petting an elephant.,3 people and 1 is petting an elephant.
183648,275523,Two men and one woman in front of an elephant.,2 men and 1 woman in front of an elephant.
58384,276203,Sepia photograph of three elephants in a pen.,Sepia photograph of 3 elephants in a pen.
418281,277877,two cows outside one laying down and the other standing near a building.,2 cows outside 1 laying down and the other standing near a building.
58384,281399,Three elephants in a cage at a green field.,3 elephants in a cage at a green field.
58384,281771,A black and white picture of three elephants.,A black and white picture of 3 elephants.
230993,286440,Two people walk down the street with umbrellas.,2 people walk down the street with umbrellas.
448256,286881,Three men stand next to a car with its hood open.,3 men stand next to a car with its hood open.
230993,287034,Two women with open umbrellas walking down a street.,2 women with open umbrellas walking down a street.
526706,287208,A baby cow gets milk from its mother while two other cows stand nearby.,A baby cow gets milk from its mother while 2 other cows stand nearby.
182805,287649,A woman holding an umbrella sitting on a blanket next to two dogs.,A woman holding an umbrella sitting on a blanket next to 2 dogs.
80274,288560,Two elephants that are standing next to each other.,2 elephants that are standing next to each other.
71226,289032,Two dogs and a cat sleeping on their human's bed.,2 dogs and a cat sleeping on their human's bed.
71226,289107,two dogs and a cat sleeping on a bed together.,2 dogs and a cat sleeping on a bed together.
71226,291798,A bed with two dogs and a cat lying on it.,A bed with 2 dogs and a cat lying on it.
281759,292838,"Five women walk down the street, holding umbrellas.","5 women walk down the street, holding umbrellas."
71226,293676,Two dogs and a cat sleeping on a bed.,2 dogs and a cat sleeping on a bed.
71226,295335,Two dogs and a cat lying on a bed.,2 dogs and a cat lying on a bed.
281759,297071,Five ladies standing in the street with umbrellas.,5 ladies standing in the street with umbrellas.
181421,297375,Three people in a boat with an umbrella in the rain.,3 people in a boat with an umbrella in the rain.
181421,298647,Three people on a canoe in the rain with an umbrella up.,3 people on a canoe in the rain with an umbrella up.
286458,299311,Two images of open suitecases full of toiletries.,2 images of open suitecases full of toiletries.
181421,299355,three people in a small boat holding an umbrella.,3 people in a small boat holding an umbrella.
181421,299430,Three people sitting side by side in a canoe with tow paddling and the middle person holding up an umbrella.,3 people sitting side by side in a canoe with tow paddling and the middle person holding up an umbrella.
181421,300414,Three people are in a small boat in a lake and one woman holds a red and yellow umbrella.,3 people are in a small boat in a lake and 1 woman holds a red and yellow umbrella.
48504,300553,Two elephants walking around the center ring of a circus.,2 elephants walking around the center ring of a circus.
561335,301991,Two row boats are laying upside down in the woods.,2 row boats are laying upside down in the woods.
272212,302463,One cow walking across a field and another cow laying down on the ground.,1 cow walking across a field and another cow laying down on the ground.
357081,302578,A photograph of two cows grazing on a green pasture.,A photograph of 2 cows grazing on a green pasture.
561335,302969,Two small green boats on a platform in the woods.,2 small green boats on a platform in the woods.
272212,303633,two black and white cows on a green hill.,2 black and white cows on a green hill.
357081,304543,two cows with spots are grazing in some grass.,2 cows with spots are grazing in some grass.
48504,306535,Two elephants are in the middle of a circus ring.,2 elephants are in the middle of a circus ring.
561335,307022,there are two green small boats in the woods.,there are 2 green small boats in the woods.
48504,309877,A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby.,A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as 2 people training them are standing nearby.
357081,312166,Two black and white cows grazing in a grassy pasture.,2 black and white cows grazing in a grassy pasture.
357081,313054,Two black and white cows are in a grass field.,2 black and white cows are in a grass field.
357081,313804,Two jersey cows grazing in a green meadow.,2 jersey cows grazing in a green meadow.
391144,316623,A group of adult elephants and one baby elephant drinking water.,A group of adult elephants and 1 baby elephant drinking water.
113403,317093,Three teddy bears laying in bed under the covers.,3 teddy bears laying in bed under the covers.
475678,318545,Three rows of luggage of various color and size.,3 rows of luggage of various color and size.
55150,320412,Two children smiling on top of luggage in parking lot.,2 children smiling on top of luggage in parking lot.
113403,321044,Three stuffed animals lay in a bed cuddled together.,3 stuffed animals lay in a bed cuddled together.
156372,323018,"A deck area with a chair and two backpacks, looking over a large body of calm water.","A deck area with a chair and 2 backpacks, looking over a large body of calm water."
55150,323196,Two little children on stroller in a parking lot.,2 little children on stroller in a parking lot.
55150,323685,Two children in a stroller among cars in a rental lot.,2 children in a stroller among cars in a rental lot.
465675,324230,A beach with two boats and a tractor.,A beach with 2 boats and a tractor.
465675,324251,A tractor and two boats beside the water.,A tractor and 2 boats beside the water.
398810,324293,Two orange cats in windows in buildings across from one another.,2 orange cats in windows in buildings across from 1 another.
296657,325575,Six men jumping in the air on the lawn.,6 men jumping in the air on the lawn.
465675,325640,Large running mower sitting next to two boats on a ocean side.,Large running mower sitting next to 2 boats on a ocean side.
296657,325734,Six well dressed men jumping into the air simultaneously.,6 well dressed men jumping into the air simultaneously.
55150,325782,Two children sit atop their parent's luggage in the parking lot.,2 children sit atop their parent's luggage in the parking lot.
55150,326409,Two kids sitting in a luggage cart together.,2 kids sitting in a luggage cart together.
296657,326661,The six men wearing ties are jumping outside.,The 6 men wearing ties are jumping outside.
296657,327795,Six adult males outside jumping up in the air.,6 adult males outside jumping up in the air.
379533,328469,A zebra and two elephants are on a grassy field.,A zebra and 2 elephants are on a grassy field.
379533,335660,a pregnant zebra eating grass close to two elephants.,a pregnant zebra eating grass close to 2 elephants.
108864,339290,Two elephants cross tusks in confrontation in a field.,2 elephants cross tusks in confrontation in a field.
108864,341963,Two elephants standing next to each other in a field.,2 elephants standing next to each other in a field.
108864,341975,Two elephants in a field entwining their trunks.,2 elephants in a field entwining their trunks.
108864,342281,Two elephants wrapping their trunks together in a field.,2 elephants wrapping their trunks together in a field.
81766,346938,three large dogs sitting outside near a forested area.,3 large dogs sitting outside near a forested area.
50006,347294,A lot of boats that is parked in the water and one is docking.,A lot of boats that is parked in the water and 1 is docking.
81766,347772,Three dogs sitting on the levels of an empty tiered garden.,3 dogs sitting on the levels of an empty tiered garden.
97230,349581,Two elephants are eating some leaves by the road.,2 elephants are eating some leaves by the road.
97230,350307,There are two elephants standing in tall brush.,There are 2 elephants standing in tall brush.
81766,350583,Three dogs are sitting at various levels in grow boxes.,3 dogs are sitting at various levels in grow boxes.
97230,353838,two elephants standing in some bushes beside a trail.,2 elephants standing in some bushes beside a trail.
97230,357870,Two elephants are facing each other on the side of a dirt road.,2 elephants are facing each other on the side of a dirt road.
34071,365641,Two parking meter with the sunshine in the background.,2 parking meter with the sunshine in the background.
34071,368194,A close up of what appears to be two traffic machines.,A close up of what appears to be 2 traffic machines.
34071,369508,Two parking meters with the light of the sunset reflecting off one.,2 parking meters with the light of the sunset reflecting off one.
126216,383493,Three elephants in a grassy area with trees around.,3 elephants in a grassy area with trees around.
34139,385515,Two people posing next to a giant suitcase in front of a building.,2 people posing next to a giant suitcase in front of a building.
79144,388101,Two young black bears playing at the zoo.,2 young black bears playing at the zoo.
34139,391491,Two people posing next to a giant statue with a suit case.,2 people posing next to a giant statue with a suit case.
187236,392255,Two cats laying on the floor and sleeping.,2 cats laying on the floor and sleeping.
34139,393471,Two people standing next to a life size replica of a suitcase.,2 people standing next to a life size replica of a suitcase.
79144,393474,Two bear cubs are playing on a log.,2 bear cubs are playing on a log.
79144,393960,Two animals playing outside on a tree branch.,2 animals playing outside on a tree branch.
187236,394973,Two cats sleeping on a sofa inside a house.,2 cats sleeping on a sofa inside a house.
187236,395876,Three cats are napping on the carpeted floor.,3 cats are napping on the carpeted floor.
430073,397959,"In the Asian market, one can find residents, tourists, and domestic animals.","In the Asian market, 1 can find residents, tourists, and domestic animals."
201025,398917,two huge elephant with tusks hidden among the trees.,2 huge elephant with tusks hidden among the trees.
201025,400903,Two elephants are walking through trees side by side.,2 elephants are walking through trees side by side.
125062,401148,Four teddy bears are lined up in a row on a shelf of books.,4 teddy bears are lined up in a row on a shelf of books.
215072,401285,Two people sit closely together on chairs under an umbrella.,2 people sit closely together on chairs under an umbrella.
